,cell547_K562_,cell434_HeLa_,cell583_GM12878_,cell7_HeLa_,cell35_HAP1_,cell529_GM12878_,cell593_K562_,cell393_HAP1_,cell278_HeLa_,cell614_K562_,cell493_HeLa_,cell328_HAP1_,cell155_HAP1_,cell503_K562_,cell561_K562_,cell206_HeLa_,cell556_K562_,cell608_K562_,cell361_HAP1_,cell275_HAP1_,cell456_HAP1_,cell577_GM12878_,cell378_HAP1_,cell587_K562_,cell74_HAP1_,cell261_HeLa_,cell256_HeLa_,cell539_GM12878_,cell575_K562_,cell517_GM12878_,cell132_HeLa_,cell580_GM12878_,cell596_K562_,cell30_HAP1_,cell504_GM12878_,cell124_HAP1_,cell288_HeLa_,cell524_GM12878_,cell183_HeLa_,cell372_HAP1_,cell611_GM12878_,cell572_K562_,cell363_HeLa_,cell606_GM12878_,cell501_K562_,cell563_K562_,cell569_GM12878_,cell459_HeLa_,cell380_HAP1_,cell548_K562_,cell55_HeLa_,cell599_K562_,cell227_HAP1_,cell388_HeLa_,cell553_GM12878_,cell315_HeLa_,cell566_K562_,cell557_GM12878_,cell585_K562_,cell394_HeLa_,cell32_HeLa_,cell518_K562_,cell50_HeLa_,cell67_HeLa_,cell143_HeLa_,cell130_HeLa_,cell594_K562_,cell248_HAP1_,cell601_GM12878_,cell540_K562_,cell84_HAP1_,cell515_K562_,cell527_GM12878_,cell605_GM12878_,cell236_HAP1_,cell415_HAP1_,cell578_GM12878_,cell579_K562_,cell610_K562_,cell497_HeLa_,cell552_K562_,cell213_HAP1_,cell508_GM12878_,cell185_HeLa_,cell604_GM12878_,cell343_HAP1_,cell521_K562_,cell600_GM12878_,cell617_GM12878_,cell115_HAP1_,cell568_K562_,cell379_HeLa_,cell413_HAP1_,cell70_HeLa_,cell329_HeLa_,cell392_HAP1_,cell603_GM12878_,cell25_HeLa_,cell34_HAP1_,cell279_HAP1_,cell542_GM12878_,cell274_HAP1_,cell28_HeLa_,cell535_K562_,cell546_GM12878_,cell424_HeLa_,cell180_HAP1_,cell551_GM12878_,cell313_HeLa_,cell505_K562_,cell562_GM12878_,cell532_K562_,cell567_K562_,cell550_K562_,cell598_K562_,cell120_HeLa_,cell571_GM12878_,cell142_HeLa_,cell131_HAP1_,cell258_HAP1_,cell22_HAP1_,cell319_HeLa_,cell581_GM12878_,cell441_HAP1_,cell398_HeLa_,cell516_GM12878_,cell341_HAP1_,cell414_HAP1_,cell541_K562_,cell514_K562_,cell10_HeLa_,cell134_HeLa_,cell528_GM12878_,cell595_GM12878_,cell573_K562_,cell502_GM12878_,cell544_K562_,cell193_HAP1_,cell619_GM12878_,cell80_HAP1_,cell373_HAP1_,cell426_HAP1_,cell537_K562_,cell500_K562_,cell284_HeLa_,cell112_HeLa_,cell381_HAP1_
cell517_GM12878_,199.03859280806034,241.08652748000134,317.41919290524675,228.4887703602956,216.72451004170688,188.08948312929232,290.3650437822496,426.32662730997555,261.95729886155505,201.6753027224379,212.33569393041125,227.81576873729637,247.6360923979568,230.78445815234846,175.87124642947987,242.76210499662574,233.51297131661207,260.21096998772725,280.8489830357197,255.89240155437093,230.63015124349323,251.11957790368643,245.41980725959147,218.1318926067868,334.71821943441637,243.14616801599783,241.21901555092376,248.51402104401888,254.90897421873098,0.0,216.40796212559894,288.8637169613854,241.18243318183673,187.34735300953545,235.5956408695635,234.40144065314712,270.34906621462574,275.7414754060864,220.75443515761694,384.9166127809218,297.1213910552971,239.73191847917286,257.34690698320463,209.55164595467613,207.165959385105,212.19282096547852,215.4940909680305,274.1902474103005,300.5519745039419,191.59321067173502,268.4035133826275,275.46911878787245,318.22179925272536,244.83418391165822,234.95355183668445,222.73375908480511,234.8857484443788,245.3221530339356,195.84928082697797,313.56974227359666,230.4454953736041,189.35780365990956,230.21203994312074,268.1936606606244,222.8525157940409,261.5601517949167,245.22983923152356,195.7732126628215,315.367031941331,232.37442321602057,271.8071336510593,225.97224146452317,228.76757867317912,209.10000903443333,259.18332605701835,286.8355293793276,228.51469539602928,211.14929240471042,287.72513063134414,369.49039760926695,221.83403386962965,281.9867252660972,303.8808894049994,248.80043116506863,268.30064349271623,343.2543949958904,210.37684510794597,223.1729175336659,187.9125563214554,284.13820835551877,206.96409240592882,280.9338057270247,318.1970989648756,261.0655947428867,237.41717069492836,264.0916793289398,281.8778702806218,245.15555379804698,223.1112934726969,210.2645133336262,183.4466712170286,240.93172291456557,237.87612701013768,251.05779297891763,257.6286016716621,244.10925790625126,328.0906780267194,258.39400412834226,230.65307331218634,251.50821198756535,230.63240409158857,258.6405014567559,182.96567374838295,266.3134515420128,258.5567931534664,229.79236261722178,253.99205136497676,283.12606286910886,252.678421413982,327.3641803608198,322.38935164632244,241.70144488566672,247.7300529024567,252.25204764419328,222.52209386044223,233.79111036886042,330.6243298841154,250.94431221008557,224.8479852672055,257.3016435486314,234.43535377294774,218.0540517999697,207.3293155911165,224.67705464497948,244.06903738567937,223.13089655938404,235.4460469616506,333.2442670167176,235.59023562120112,292.396428429572,241.9027043070061,280.0059257882077,293.3631660853292,211.29767267259035,247.48018560994473,208.88265924216458,249.0163114289574
cell132_HeLa_,180.73807984866704,163.08363883707588,339.7610939687843,155.05188990600044,189.24971421760247,204.80300920359048,260.38603980647787,444.098057267826,208.75344407382158,185.09565982883157,217.84457565324337,217.1937195911629,294.51229621028585,188.2599667828121,160.9861180134684,202.3132179784475,152.78279107668476,220.91457971699919,183.89405357601552,228.7512768397225,293.4155242929161,288.4425583800235,184.3068008101029,193.20848024332957,287.49502882460405,164.9106502795322,174.61361073696924,262.69851913166724,140.46218549173125,216.40796212559894,0.0,279.01656213870126,195.81088488649857,144.22582570470132,233.86315715325685,177.00616680551815,199.9270361066732,281.24056324953375,117.92044508165267,336.7395302073556,265.1669353652382,225.9189524984771,209.76298535972086,255.91631428312164,154.67314637243845,158.03377323560184,262.48479368632263,233.56962165042674,188.29279832349283,146.29917363189713,140.00863073585438,174.10431039755292,290.71215674152927,194.57171407795835,243.59594838005492,158.04325892863932,129.46222828341553,235.81034103393029,149.4673595598859,243.83678793340732,175.22636299660786,118.95034630736609,153.23837348097686,145.25785593776723,161.42987561699493,153.91317884057761,143.62509368203166,221.1052274696355,331.30457131018903,147.7772313587806,273.21630972717696,184.45898321124835,242.96908021961295,207.90421165944807,196.16974448044272,267.47795109889734,169.41912306680172,175.77215983861393,225.3147874684175,376.12916088548366,157.0125788834204,137.73282129213612,275.9809049417131,268.7134272062942,257.1632008181013,349.26220614289343,174.93602829787358,238.04297285347295,189.30500085259143,272.245543558519,164.17208827162435,231.69461714854236,271.0880370031372,170.54769268652535,201.91901251926507,163.15438362873323,289.90052094862074,166.89187979305598,229.11896408605844,193.300081977379,158.70718760436407,248.23890175905802,163.85053038228222,206.84295266940092,274.00781967056196,175.68023336583795,207.44826607490836,234.5074246232154,133.22763529439257,187.05039944069432,202.90720274884438,191.08908020197504,182.8565809539042,139.4204768752906,163.949453800588,194.2881593552814,219.56568875192943,250.89758232239882,212.84595430944103,335.6760034075512,263.77252820843273,132.42720451018022,179.22682360203518,154.06036036870384,179.12068076018775,177.5032194723915,303.5445882312937,191.26064814951286,186.36101441610055,173.76073119939332,125.19857013228507,125.83323451293225,168.47074461627946,221.75134082453496,220.14848456757946,257.8277704125727,157.97205125735312,332.4179177061046,262.08683045723365,316.38847306123887,225.20745377781617,238.52320366899468,204.0273850058956,155.0281719250977,152.23422032360665,142.91292502815594,262.4444248667761
cell580_GM12878_,269.87708148023705,390.40744336001154,454.6069909492859,290.6716050048709,331.12077258131524,298.83735311038885,297.0597015295524,545.1593666814783,316.8616929061327,265.4423516944074,327.28451496284515,353.29729840390473,415.3770217785648,251.9403589040359,267.1832945806218,354.5661129799795,304.8770918637266,325.0758929521419,364.2764681168136,316.16255644277294,312.14462729412844,370.85947156996554,276.18140194879925,245.7963795086256,343.8915566139925,365.8612097551586,365.0784083062198,320.55056816899486,328.2018932842279,288.8637169613854,279.01656213870126,0.0,303.0597255556836,276.20374064419696,344.290111090281,304.175971415718,369.0735097319275,394.0425638338009,369.73114049986134,468.0588320244889,359.90987326629346,352.9880842281821,332.440788393553,291.48872120149076,299.51126734633516,237.20594505082445,305.16781656337815,353.9387739325798,367.3554561322228,271.0094336036611,384.16245158876035,318.6865722384781,403.9518641155962,376.1139076129549,288.99803611089203,326.3748780627923,324.57557307712125,290.7744300441612,269.1510750662865,419.9240759704693,358.2514627502122,256.94298469578564,350.56724298581094,362.5270414823922,344.9170677209253,323.92133427379935,300.6394251722767,353.93051247825645,436.7366157855252,250.45824447660942,337.0779497565401,255.79468122975868,331.03444316779866,298.1387952098934,369.18937074579014,337.3633133153553,341.6602954680284,263.648696476011,336.6356705725938,493.1933019885473,311.31741664374056,360.0039941188377,389.347402056066,313.91587789845767,318.25641701851737,433.8675734747113,306.5677594530314,352.32355871360335,313.81526934166556,420.98877401890167,275.5737829959447,314.0157006860185,429.5783052899403,361.7055229621308,300.75876388734395,370.0482944488127,407.99109291109363,406.8551228130486,360.010652888743,300.0951998207993,270.72860416161006,357.9000345922433,311.76342846872956,272.6239497244401,334.36402595206516,335.2283712355709,393.6709909257186,307.2848208192521,342.8653323337529,249.45307377597373,286.78194207511063,268.37235437067835,263.2881287655774,333.6820354569078,329.848496621969,362.5822155310272,340.28708730516314,428.2284968580652,362.3342185967265,384.14067762490413,372.19815697194167,346.29473303210887,323.27544742902535,378.1002633522621,326.6319298576593,320.6008586692792,472.8626918205901,327.5369820530103,266.4076663739034,269.4938919201056,305.55288092367255,294.4724620698666,270.9060563628188,296.6136400252683,246.35773166229941,322.34253660721663,331.11814703018547,408.62969125879033,334.523759142568,367.85980498444997,372.8922034064506,377.6633865512364,373.41894246311637,268.8470113545172,307.86930479231194,337.5304911863714,345.22417424164735
cell596_K562_,163.66986402032654,206.6846772595191,351.97985144674544,203.10895828397946,215.86527701985136,214.18470460661288,206.7080826684978,344.2218657112395,245.4829809295542,202.09733226945835,234.85358689074332,212.77244404471898,263.57343868894213,212.98748973864386,175.99329311774486,198.4472434031432,194.72399978007786,233.5528764597574,200.17165560591843,250.61961225930355,281.55193544683,252.41938986132485,199.85748504123552,225.34611993699468,256.96296421243716,238.84522973611897,266.4983254903764,235.66869371491242,191.0067880384692,241.18243318183673,195.81088488649857,303.0597255556836,0.0,222.6398400694069,211.81698119664793,221.4346193288762,249.25190170167076,247.37753166870306,207.743188409786,283.97234848814986,225.6404344160987,207.7328483152739,200.69667456879375,242.3380519153539,181.18791918193253,220.94859537562206,253.51747283305872,198.4726552860942,272.54294277260885,202.77268474866293,220.36068699632148,196.1497517603936,266.2680021870651,171.6701079179549,200.07719296406333,197.22418503026438,198.38277470785815,202.7449617151948,192.3387794967867,239.89179237976094,232.83911029218496,179.80371087565035,205.87775539344938,261.34188815173695,210.34578587367173,195.93229314746995,208.37089981655816,214.5388611402941,287.92209106082765,209.61514786648024,228.84066101087822,229.30684740177978,247.7792846918422,200.1772481486415,195.6683568507869,269.1318728115238,224.55013877705707,193.48540705448477,206.96929923681233,324.34469422316363,181.84096543434316,255.15403645926776,214.3076296719633,260.66175498740176,260.23848252501887,341.97828080270233,166.72127721439833,257.3429138408038,208.86014261554772,276.5660488953157,186.12017043564015,272.1517646329724,236.43201091434463,210.09615146687943,205.46982374331128,240.02709754673933,265.0379901675332,252.9597719031806,222.52558639424979,212.52671226504444,203.92302688301342,238.25595854604836,286.88661548028375,237.77332115193974,253.4306543902884,154.12394498731703,279.52669031769614,187.8789438664844,188.76729660331904,183.92852243205874,212.80833611667165,210.391530512038,193.9288776302639,240.02011578435682,188.67630852518187,265.0672452356423,219.08955973410758,235.127453633166,231.9973991021593,324.7029095032956,216.90880361387144,184.37766412468017,274.56995452294836,220.19570983824377,205.50553494626854,204.0135959512307,271.9020595296134,224.26377690990608,215.26508925980042,178.49994671155866,234.3645472974273,194.12541841566647,179.03734321658462,207.41798595659407,213.18763746057508,268.5913273063127,189.96370452677203,310.163002543772,270.994308093978,340.33688457172013,217.43480366139391,192.77495240633195,197.85144646170858,197.11826173414454,214.5885136533979,172.00265127501382,249.20367998988723
cell30_HAP1_,228.1304663621874,235.99560337630592,359.7412455608468,180.10446460953335,260.6421809613601,225.93473093495973,277.9553354891332,474.8237041786267,223.0050725140663,193.74833441726543,227.68473693498305,265.76502057160474,354.20748026187266,158.23235953245052,177.74183213514675,232.20267872633616,193.45414379362302,281.00514935511984,256.4050858150718,241.78569421163172,289.3811843607772,300.03459159876803,195.22402613796118,203.05910585245448,312.4461683432248,204.3327899963902,231.35973756803548,273.3704351054199,179.1108014261913,187.34735300953545,144.22582570470132,276.20374064419696,222.6398400694069,0.0,237.6003862324584,168.63934700411403,218.4845467304125,322.64155452243,190.1843018959171,402.04901431675665,299.06683169139166,261.94745898090804,259.23574338767395,232.8697568131035,148.49925289635698,134.56912436243547,245.41721673342326,308.67764909210706,205.8886267047765,174.64284375372483,214.51137141643534,224.91845929330316,328.32326204839734,262.3839365073317,264.4128693839571,194.29041201263595,179.7570799507395,258.7417260981122,152.62790811615122,316.28213508789145,216.93758741982595,115.11639217301659,190.49205547075115,153.12699034726748,191.8889196534325,215.1575899590041,155.0894607927616,268.5549874392545,375.95435137511515,139.23313751657346,275.93750653111124,143.40519358882412,228.968726199018,233.89885597114244,218.8629833632897,298.127392625848,162.7313268492149,232.8263764566571,303.5594563452644,433.69006326434413,162.83742614376723,167.61417505699313,351.89082765801277,232.4289305670233,267.8056057050723,356.43958619004087,218.54065834800656,259.5177785874952,199.53210585081058,281.9931503175418,168.95650945123714,235.6615317039961,363.4301180514485,221.44793185884532,266.3319880376064,199.17105945172395,304.6866808636795,199.2561509017903,262.6065510457771,200.85682129025457,178.04174966378804,288.4964451790437,172.0428433550518,208.7879946922988,289.9685669453181,220.72638249415377,236.12925382728713,261.7282648670023,166.31388117183508,217.2871528678064,242.68927623681913,193.60921150303972,188.81113574142933,193.38480204479862,205.6815620111567,219.03812457647092,232.86902184135147,319.5510842046155,237.0875444904593,350.3055875624573,294.0444235066032,205.77205382573356,186.77425761396998,233.95482126689137,206.4679593425528,198.94953507215735,359.5326498501575,238.59562874952522,187.53144540689814,217.87876088801852,144.11649245124698,123.17389857602934,188.55388163830992,222.09464784492138,256.5002027761832,205.6295503984226,184.35119570843784,365.718948296193,241.41230362627718,307.64612205675814,274.78234501554766,283.2676351513387,296.9830830886381,136.05493891960228,159.49746965227055,174.02620632712043,297.5759738257034
cell504_GM12878_,249.3090429887402,241.76313750902264,395.32881603710416,193.73444222383262,231.30182520411773,232.25495735438545,275.07318655906516,360.5038233224456,249.54445302327173,242.6117636311356,237.67709858753747,238.77342265773189,268.0330394511543,262.45875207651056,210.0567938064487,263.93201116015575,266.6544064045237,276.4810091459264,217.7945164581921,245.36214910225902,273.8914947095983,267.4060481650742,306.0566471772148,274.34562483594664,316.72089992953056,223.173418083025,243.61789998939005,334.6495377004858,244.5552786763056,235.5956408695635,233.86315715325685,344.290111090281,211.81698119664793,237.6003862324584,0.0,241.49266414578574,260.66292839247217,341.91518685620156,247.41974443149093,361.67613963951993,272.160250141671,275.70389697722777,295.1456834352162,289.63180578074423,198.96541685777197,271.4487945462059,297.08021244380456,280.4014845697325,284.34535934230405,196.9830147514076,251.6175614725276,316.4354744416556,345.91188198815223,235.52461322580749,266.4825863168426,231.13431776346823,224.1180785055031,302.00034034239866,208.68354515892975,261.63249157118054,222.77400170809318,228.32875973063486,255.52741427040172,265.97634384886186,271.7221225372718,239.09533684250007,247.2992409137388,258.5539524245137,372.08881598447743,252.81895346662583,280.24090673450223,242.39288575783087,241.29808691723207,263.96913787989473,282.17531403861824,287.8440959083193,246.37286425249465,238.7176508287364,323.1790274540546,425.30715791995146,180.79668572723028,301.6433799234473,262.23930826716594,280.5263875174537,291.97292928023023,345.86441109615464,220.29205430768613,293.3007322662442,231.99079168423867,313.3479326095673,233.62899506280846,313.9665620330198,342.92236265410804,260.50707471517586,293.56561675536847,247.29571863729245,312.8977515055059,267.1977208455424,258.6328916925905,245.96420229418436,213.53329352570222,248.29808255091444,283.4500374200408,283.1054165420725,243.62434926937055,239.72176560776768,331.2951190050536,255.31862007069455,237.64968289591394,266.84722371430826,273.2846114486718,257.5075826420456,214.8349952338962,249.67210073050188,238.48498010269,239.15917482580312,241.2899218650594,308.82949187319576,239.9819236582785,371.09488479064606,316.9954635655831,242.97879041497393,280.59172085661226,203.04993841426938,205.33517643407916,225.90526224048494,283.3164148087135,297.1947421119217,266.1558678974661,238.04388558678517,251.54387225710917,238.11196712131598,231.64953748567018,273.0488041199751,273.43339447456157,271.93435730383567,220.5906494679381,402.0024248164819,255.52247501638135,304.9985215563693,314.05922886039593,272.67988813221143,296.1779056701718,224.57729559865027,260.7716762243014,236.13627953777944,295.30624605516766
cell124_HAP1_,190.82945458715662,242.75292716435166,337.48023974524904,196.2210961908509,247.21812582257192,217.76454634292384,270.67369770072776,456.1629750514235,259.57593141243143,196.85638896333367,227.27940060434545,239.30837036748676,336.1466044823528,199.41205983611465,199.6447931919431,215.8804486488628,221.58424502910998,251.40981704508744,209.50946682598268,258.60856249512995,297.5262486541235,333.587872749786,207.12508319477928,235.35718993917857,300.8304687494086,228.71058702315963,214.93434801437115,230.13392135491864,210.20207900054146,234.40144065314712,177.00616680551815,304.175971415718,221.4346193288762,168.63934700411403,241.49266414578574,0.0,170.92300438172995,288.835961340635,210.51852760676815,320.5701624169087,231.78214348144326,228.47196163697265,258.8675660956213,235.3245653977025,189.87796247176902,176.29566207080006,279.8340075219964,263.7253747907942,263.747792314255,179.30587480390994,231.4394527351326,234.92170483496065,290.751439547932,251.76782069095302,251.19580169218966,231.88557739839172,191.16161288705302,226.16672137642138,195.95865794786644,309.33094313818594,288.2060201127508,155.31345603099504,232.71517545947154,218.61677738888096,212.1295578275925,208.58019001142097,220.0551085582908,300.79600682551614,344.98681681902065,215.5934925747669,303.3781743556474,181.01514185981353,235.91819963717728,211.73990041983433,279.7316678361633,283.6071324637976,206.36447532253004,238.68390003919,233.953740689967,367.78593224089207,197.4766667751217,206.8968719960879,325.9683384788242,263.6434403610016,260.03163882037614,319.58807171168485,223.72799103371045,282.1762564236034,230.86050821990338,271.25639958043934,209.00261339080933,261.9339811933246,303.2217779683797,236.33619522756862,291.7836182038456,215.58907686162226,271.47754038553796,205.8340385474309,296.8765362599917,210.337060656579,208.78987334476088,263.6608383045807,208.01031619553328,257.9028873176705,285.87734334007826,223.36849915341085,280.6241499977301,195.51102600994915,169.0006604491291,242.90277052389285,235.0771304926274,214.0480529813005,227.7669051098962,224.65126625097574,238.53583076126577,246.38456532141367,225.662339711443,304.5497400713133,219.6178099903234,316.954398771318,201.8125263875151,195.72607097433178,199.562163029066,215.88801412285048,234.37747522214775,209.8619335736482,328.9319477588777,260.5007025980059,204.75545594817464,199.76615396281028,200.69225044406534,196.17357749238408,196.09123945352536,229.964255126672,254.07495299005132,234.4099961928477,233.5689782247186,298.52491078091384,288.13789559794327,372.9808089255598,237.66684492458535,206.89761904064318,265.00127895901346,164.7862929017693,211.90335098614392,214.18848923460513,267.0241782069232
cell288_HeLa_,187.29456747555963,223.47062473904168,274.28185294378227,152.4509811770191,185.2599262672897,204.32140496798038,288.0130899158407,471.893054199812,280.7829477119286,232.39550462053353,252.8336997505764,194.83486446891663,297.2277359082108,261.79791494498863,194.69780640080194,192.44621625847577,210.7224003953272,217.7575572764203,181.08380680262758,259.55062201462334,288.44919182195815,340.8037242977829,267.7309864096885,271.3003839130926,324.0205288132694,234.09141369407916,256.5697470187803,215.37943573049176,242.43064329294234,270.34906621462574,199.9270361066732,369.0735097319275,249.25190170167076,218.4845467304125,260.66292839247217,170.92300438172995,0.0,281.5461486160143,191.24748345823713,275.19365272369714,261.8079180974627,173.51170264410698,235.9495307632505,267.86701724232205,207.18620588573208,236.62064283578022,244.47931512047467,203.62345796738845,313.5357634506138,221.08310527453273,238.12806320961147,242.29990549497154,210.00315588209256,232.37462315571796,202.93299184684412,191.13201035106786,220.54058405455788,241.60011672931586,234.12589713684798,296.1910917440852,287.07332472347366,195.17470129616925,236.4881661886028,273.82173289901834,186.7354973911323,233.21878301512797,258.1421546196651,258.8243596690235,314.0282358256361,252.1422496566541,305.35775907648065,225.21054359108945,220.42349077235082,202.13501559092828,283.69261543977996,304.03258906510143,216.14612186679602,229.7208341784629,209.36124966396193,283.1189138430924,193.4963116730013,250.55135628574607,311.2623151659782,289.6158397159178,271.9172958938012,221.7867236471517,189.7271808466037,251.50169139303165,274.2451647018738,193.02013612594368,197.97759170265982,305.99802270804463,268.76597995698273,224.19831796000204,273.0294419810903,207.73522473363283,232.92576338842505,259.13552625764544,253.2249541766332,221.58178659692277,247.78578064338575,237.63824690004142,227.21406125440973,277.9807697830886,296.4108976967232,260.149009751023,357.51012514478623,219.32809734985474,165.83622092336836,267.4032627121339,222.28495844817684,265.1712590565702,234.3986887312899,274.7324440055395,263.17614519692097,250.62440817960822,177.524637776808,247.4137569229091,249.97912615107464,255.0656668361804,204.10977669363731,205.93674352918453,206.49027629234945,190.53328085248305,234.98280399845845,191.53589587856973,293.1299094613737,198.9437871708375,273.5673266784618,227.63164988876844,257.4286913421247,231.28903384410603,189.4706948460822,213.61921189787432,259.24395074888594,246.1317308714181,226.65885554221393,257.11714025893804,293.67345377303707,366.3611032252693,199.71402200268307,191.57771533016643,227.13190140436825,206.97159630047923,263.40658729217245,212.08847102078377,276.494585375097
cell524_GM12878_,231.41610498536545,302.76873849704907,285.7549032209354,308.3757506287684,241.18026115601896,182.436586881173,284.84280106030394,448.30008305872246,292.1037026763768,235.04612192769952,276.19355792800445,193.5169585663367,268.0656751230802,320.6134393386842,234.41490791765818,226.27001150561253,306.07343762074163,221.9291082859071,244.1932925274202,294.32700932672554,292.34566955556875,282.7927483660854,287.3470033438962,264.72149447876586,328.2585512739337,324.928585559734,317.32185797989655,195.90527078563377,350.7406955165703,275.7414754060864,281.24056324953375,394.0425638338009,247.37753166870306,322.64155452243,341.91518685620156,288.835961340635,281.5461486160143,0.0,249.36676395010727,236.24438226215418,197.5852031165383,196.17913409372977,244.44033780056975,270.53251898607255,306.16061504454956,359.8572871638172,219.28419901291517,200.03112986723036,464.8845978026351,295.5827878306072,335.135778209854,222.0712867150982,190.21554942748074,279.52270321294685,210.4118811295324,208.87435167859778,310.6961038891228,194.33939057113315,300.70872179777433,343.6468029690343,320.2709399572834,307.0488273213337,258.37728801329047,409.25392636956076,271.6709730763385,284.45786003383023,314.8376365022684,268.4411358087292,204.7247766903725,345.8070881515145,323.17180497134007,342.4299954019491,246.19283515927862,221.3037166935723,256.9354068341304,232.13924067570326,340.3242158152131,234.6677452675891,195.67861947098936,216.94143439093997,303.7886643174812,376.12091285803695,309.66994925438405,293.93630495584034,255.68200850193543,322.9288348497581,243.37603795301712,179.61716489571265,331.23150013742145,238.57169949417448,263.4462525493751,284.0241251841544,179.49712135835472,260.7407034744054,213.45825815363588,366.96937596587645,203.96743995880564,398.4011629482944,261.0691696166053,213.23072386943446,286.18623189265026,237.5504060044445,383.37955057497953,286.25704562977364,261.0526666569426,314.29756003903736,486.63543159641637,190.6196477940203,318.37989600291144,243.12625375959016,219.56812138336235,339.17658937733177,247.75395762311933,357.73354203581556,379.91215664058836,381.8079086966821,244.9304809914721,197.29697285536784,263.3618662940601,287.03777266030437,243.80333666859005,231.88970530232228,316.5464466960575,277.3504418867494,338.67962809953417,263.7604634904155,267.0469073186049,221.26157385762505,285.6896495438083,275.3949083785774,358.75767915158485,349.3550653160971,187.70461808209313,173.79010794289695,228.79174544576665,318.6930301562741,290.8049248484794,240.58597506964628,355.70017889159755,409.0528676104002,200.19588566362293,221.30072593768034,163.0157930830572,320.2940786680212,366.4940528948707,209.46425688246214,299.4547416096708
cell183_HeLa_,184.89877444193925,175.99774118713162,266.68946356693493,181.46176851990873,175.16241726438076,195.7093134568475,316.53579802106947,443.7418625964386,251.71368168984782,212.5823259145499,235.5036996747245,201.25141508365851,294.98671030512924,239.6639919328647,168.62779559638292,160.65265166008635,189.37924115372408,221.05274505109287,186.9174425429655,236.71709695776482,295.19744388455945,278.85336585380264,245.87889572635174,263.3408633552213,304.98685209745304,183.6152018009944,184.11134823280113,240.9468953981124,185.37954209475203,220.75443515761694,117.92044508165267,369.73114049986134,207.743188409786,190.1843018959171,247.41974443149093,210.51852760676815,191.24748345823713,249.36676395010727,0.0,293.4331720537635,270.6138990364333,203.85600771819378,219.53726690063388,253.78930918884646,189.2297426899916,230.47892676515076,250.160883084041,196.75403210716092,262.5921129155656,188.26082430683545,155.1983100608783,198.96616455861164,243.79109606843883,168.11559299859124,225.40284345291292,168.48198302402756,174.83917611951054,247.4357703598696,193.68100109893862,243.37567891894417,177.43186127994596,183.9978330692536,163.54100206940709,217.30981755734982,160.1578318395688,201.33293837936026,220.87158194832807,223.19534241022177,290.59058360251913,219.59834970801882,308.11652867525174,246.65389488081814,236.72108318457379,232.0029736459016,186.245424873191,275.02462813549766,196.45003111499318,217.9178511475896,201.76619615395902,331.0972471088546,208.3764861171918,186.9396884099088,287.7764438051525,300.2824822765983,290.90541607772593,302.21266248296735,189.20105772201634,209.73187296693317,229.6210799116208,230.78668181614697,191.93716055258338,264.50055958309986,222.2914332047672,173.14252979396082,211.5044537000648,213.42712533626099,253.42905924770366,205.99289334505568,204.9222754783217,195.98280241747352,219.27491725348966,243.51822575152104,210.65901515031402,264.4192813646358,301.77511859382696,187.50923811278616,292.8935961797823,231.9226103942181,128.27722014743492,244.64952889855402,214.89139205398163,236.17142947096627,214.8928484250988,202.45677665324092,219.43536573126698,218.62808455325614,210.17984509594504,201.55396155536243,208.19413889140122,345.64505341757706,261.6249540077354,137.0039170159373,199.8939883900331,169.5916142268922,184.58321188702993,215.85793313437767,265.69586140485416,195.92960978064363,227.19339900654484,211.83090367891896,183.52108925642065,182.9614826097593,176.0841118223451,227.94768156490719,226.51198375525342,250.45697964325637,194.95251111277113,309.75749895475946,286.33347790299734,322.9977084114297,206.75370799676028,217.04290306243809,189.21990292255506,211.65085353627336,215.42528026569187,142.87556105610807,249.9862710986188
